Entity,Code,Year,Solar Capacity
Portugal,PRT,2014,0.41500000000000004
Portugal,PRT,2015,0.447
Portugal,PRT,2016,0.512824
Portugal,PRT,2017,0.579236
Portugal,PRT,2018,0.6674310000000001
Portugal,PRT,2019,0.901438
Portugal,PRT,2020,1.100292
Portugal,PRT,2021,1.801292
Romania,ROU,1996,0
Romania,ROU,1997,0
Romania,ROU,1998,0
Romania,ROU,1999,0
Romania,ROU,2000,0
Romania,ROU,2001,0
Romania,ROU,2002,0
Romania,ROU,2003,0
Romania,ROU,2004,0
Romania,ROU,2005,0
Romania,ROU,2006,0
Romania,ROU,2007,0
Romania,ROU,2008,0.0001
Romania,ROU,2009,0.0001
Romania,ROU,2010,0.0001
Romania,ROU,2011,0.001
Romania,ROU,2012,0.041
Romania,ROU,2013,0.761
Romania,ROU,2014,1.293
Romania,ROU,2015,1.326
Romania,ROU,2016,1.372
Romania,ROU,2017,1.374129
Romania,ROU,2018,1.38582
Romania,ROU,2019,1.397705
Romania,ROU,2020,1.382539
Romania,ROU,2021,1.397539
Russia,RUS,1996,0
Russia,RUS,1997,0
Russia,RUS,1998,0
Russia,RUS,1999,0
Russia,RUS,2000,0
Russia,RUS,2001,0
Russia,RUS,2002,0
Russia,RUS,2003,0
Russia,RUS,2004,0
Russia,RUS,2005,0
Russia,RUS,2006,0
Russia,RUS,2007,0
Russia,RUS,2008,0
Russia,RUS,2009,0
Russia,RUS,2010,0.00001
Russia,RUS,2011,0.000023
Russia,RUS,2012,0.000093
Russia,RUS,2013,0.001259
Russia,RUS,2014,0.005
Russia,RUS,2015,0.06132
Russia,RUS,2016,0.07632
Russia,RUS,2017,0.22532
Russia,RUS,2018,0.53532
Russia,RUS,2019,1.27632
Russia,RUS,2020,1.4278199999999999
Russia,RUS,2021,1.66102
Slovakia,SVK,1996,0
Slovakia,SVK,1997,0
Slovakia,SVK,1998,0
Slovakia,SVK,1999,0
Slovakia,SVK,2000,0
Slovakia,SVK,2001,0
Slovakia,SVK,2002,0
Slovakia,SVK,2003,0
Slovakia,SVK,2004,0
Slovakia,SVK,2005,0
Slovakia,SVK,2006,0
Slovakia,SVK,2007,0
Slovakia,SVK,2008,0
Slovakia,SVK,2009,0
Slovakia,SVK,2010,0.019
Slovakia,SVK,2011,0.496
Slovakia,SVK,2012,0.513
Slovakia,SVK,2013,0.533
Slovakia,SVK,2014,0.533
Slovakia,SVK,2015,0.533
Slovakia,SVK,2016,0.533
Slovakia,SVK,2017,0.528
Slovakia,SVK,2018,0.47200000000000003
Slovakia,SVK,2019,0.59
Slovakia,SVK,2020,0.535
Slovakia,SVK,2021,0.535
South Africa,ZAF,1996,0
South Africa,ZAF,1997,0.002
South Africa,ZAF,1998,0.004
South Africa,ZAF,1999,0.006
South Africa,ZAF,2000,0
South Africa,ZAF,2001,0
South Africa,ZAF,2002,0
South Africa,ZAF,2003,0
South Africa,ZAF,2004,0
South Africa,ZAF,2005,0
South Africa,ZAF,2006,0
South Africa,ZAF,2007,0
South Africa,ZAF,2008,0
South Africa,ZAF,2009,0
South Africa,ZAF,2010,0.0019590000000000002
South Africa,ZAF,2011,0.005658000000000001
South Africa,ZAF,2012,0.011303
South Africa,ZAF,2013,0.261625
South Africa,ZAF,2014,1.062901
South Africa,ZAF,2015,1.2516559999999999
South Africa,ZAF,2016,1.974026
South Africa,ZAF,2017,3.1467300000000002
South Africa,ZAF,2018,4.4009290000000005
South Africa,ZAF,2019,4.404991
South Africa,ZAF,2020,5.489578000000001
South Africa,ZAF,2021,5.721095
South America,,1996,0
South America,,1997,0
South America,,1998,0
South America,,1999,0
South America,,2000,0.000025
South America,,2001,0.000062
South America,,2002,0.000062
South America,,2003,0.00074200004
South America,,2004,0.000744
South America,,2005,0.000744
South America,,2006,0.000744
South America,,2007,0.000744
South America,,2008,0.00079
South America,,2009,0.00084000003
South America,,2010,0.00088
South America,,2011,0.0073490000000000005
South America,,2012,0.01486
South America,,2013,0.035785
South America,,2014,0.249949
South America,,2015,0.630185
South America,,2016,1.261595
South America,,2017,3.024593
South America,,2018,4.7632579999999995
South America,,2019,7.7090000000000005
South America,,2020,11.84873
South America,,2021,18.486299
South Korea,KOR,1996,0
South Korea,KOR,1997,0
South Korea,KOR,1998,0
South Korea,KOR,1999,0
South Korea,KOR,2000,0.004
South Korea,KOR,2001,0.005
South Korea,KOR,2002,0.005
South Korea,KOR,2003,0.006
South Korea,KOR,2004,0.009000000000000001
South Korea,KOR,2005,0.014
South Korea,KOR,2006,0.036000000000000004
South Korea,KOR,2007,0.081
South Korea,KOR,2008,0.357
South Korea,KOR,2009,0.524
South Korea,KOR,2010,0.65
South Korea,KOR,2011,0.73
South Korea,KOR,2012,1.024
South Korea,KOR,2013,1.555
South Korea,KOR,2014,2.481
South Korea,KOR,2015,3.615
South Korea,KOR,2016,4.502
South Korea,KOR,2017,5.835
South Korea,KOR,2018,8.099
South Korea,KOR,2019,11.952
South Korea,KOR,2020,14.574791
South Korea,KOR,2021,18.160574
South and Central America (BP),,1996,0
South and Central America (BP),,1997,0
South and Central America (BP),,1998,0
South and Central America (BP),,1999,0.002
South and Central America (BP),,2000,0.004522
South and Central America (BP),,2001,0.007367
South and Central America (BP),,2002,0.009670999999999999
South and Central America (BP),,2003,0.01242
South and Central America (BP),,2004,0.014613
South and Central America (BP),,2005,0.017013
South and Central America (BP),,2006,0.022773
South and Central America (BP),,2007,0.028982
South and Central America (BP),,2008,0.037997
South and Central America (BP),,2009,0.062194000000000006
South and Central America (BP),,2010,0.11973900000000001
South and Central America (BP),,2011,0.18816200000000002
South and Central America (BP),,2012,0.36550299999999997
South and Central America (BP),,2013,0.47933800000000004
South and Central America (BP),,2014,0.807515
South and Central America (BP),,2015,1.902919
South and Central America (BP),,2016,2.756455
South and Central America (BP),,2017,5.282814999999999
South and Central America (BP),,2018,7.508274
South and Central America (BP),,2019,11.024064000000001
South and Central America (BP),,2020,15.544097
South and Central America (BP),,2021,22.816423999999998
Spain,ESP,1996,0.001
Spain,ESP,1997,0.001
Spain,ESP,1998,0.001
Spain,ESP,1999,0.002
Spain,ESP,2000,0.01
Spain,ESP,2001,0.013000000000000001
Spain,ESP,2002,0.017
Spain,ESP,2003,0.022
Spain,ESP,2004,0.033
Spain,ESP,2005,0.052000000000000005
Spain,ESP,2006,0.13
Spain,ESP,2007,0.494
Spain,ESP,2008,3.384
Spain,ESP,2009,3.423
Spain,ESP,2010,3.873
Spain,ESP,2011,4.283
Spain,ESP,2012,4.569
Spain,ESP,2013,4.69
Spain,ESP,2014,4.697
Spain,ESP,2015,4.704
Spain,ESP,2016,4.713
Spain,ESP,2017,4.723
Spain,ESP,2018,4.763607
Spain,ESP,2019,8.839253000000001
Spain,ESP,2020,10.285477
Spain,ESP,2021,13.648477000000002
Sweden,SWE,1996,0.002
Sweden,SWE,1997,0.002
Sweden,SWE,1998,0.002
Sweden,SWE,1999,0.003
Sweden,SWE,2000,0.003
Sweden,SWE,2001,0.003
Sweden,SWE,2002,0.003
Sweden,SWE,2003,0.004
Sweden,SWE,2004,0.004
Sweden,SWE,2005,0.004
Sweden,SWE,2006,0.005
Sweden,SWE,2007,0.006
Sweden,SWE,2008,0.008
Sweden,SWE,2009,0.009000000000000001
Sweden,SWE,2010,0.011
Sweden,SWE,2011,0.012
Sweden,SWE,2012,0.024
Sweden,SWE,2013,0.043000000000000003
Sweden,SWE,2014,0.06
Sweden,SWE,2015,0.10400000000000001
Sweden,SWE,2016,0.153
Sweden,SWE,2017,0.244
Sweden,SWE,2018,0.428
Sweden,SWE,2019,0.714
Sweden,SWE,2020,1.107
Sweden,SWE,2021,1.5774000000000001
Switzerland,CHE,1996,0.008
Switzerland,CHE,1997,0.01
Switzerland,CHE,1998,0.012
Switzerland,CHE,1999,0.013000000000000001
Switzerland,CHE,2000,0.016
Switzerland,CHE,2001,0.018000000000000002
Switzerland,CHE,2002,0.02
Switzerland,CHE,2003,0.022
Switzerland,CHE,2004,0.024
Switzerland,CHE,2005,0.028
Switzerland,CHE,2006,0.03
Switzerland,CHE,2007,0.037
Switzerland,CHE,2008,0.049
Switzerland,CHE,2009,0.079
Switzerland,CHE,2010,0.125
Switzerland,CHE,2011,0.223
Switzerland,CHE,2012,0.437
Switzerland,CHE,2013,0.756
Switzerland,CHE,2014,1.061
Switzerland,CHE,2015,1.3940000000000001
Switzerland,CHE,2016,1.6640000000000001
Switzerland,CHE,2017,1.9060000000000001
Switzerland,CHE,2018,2.173
Switzerland,CHE,2019,2.498
Switzerland,CHE,2020,2.9733899999999998
Switzerland,CHE,2021,3.44878
Taiwan,TWN,1996,0
Taiwan,TWN,1997,0
Taiwan,TWN,1998,0
Taiwan,TWN,1999,0
Taiwan,TWN,2000,0.0001
Taiwan,TWN,2001,0.0002
Taiwan,TWN,2002,0.00033
Taiwan,TWN,2003,0.00045000000000000004
Taiwan,TWN,2004,0.00057
Taiwan,TWN,2005,0.0010400000000000001
Taiwan,TWN,2006,0.00141
Taiwan,TWN,2007,0.00244
Taiwan,TWN,2008,0.00558
Taiwan,TWN,2009,0.00951
Taiwan,TWN,2010,0.034555
Taiwan,TWN,2011,0.129912
Taiwan,TWN,2012,0.23128100000000001
Taiwan,TWN,2013,0.40993799999999997
Taiwan,TWN,2014,0.635951
Taiwan,TWN,2015,0.884251
Taiwan,TWN,2016,1.245055
Taiwan,TWN,2017,1.767702
Taiwan,TWN,2018,2.738119
Taiwan,TWN,2019,4.149539
Taiwan,TWN,2020,5.817205
Taiwan,TWN,2021,7.700213
Thailand,THA,1996,0
Thailand,THA,1997,0
Thailand,THA,1998,0
Thailand,THA,1999,0
Thailand,THA,2000,0
Thailand,THA,2001,0
Thailand,THA,2002,0
Thailand,THA,2003,0
Thailand,THA,2004,0
Thailand,THA,2005,0
Thailand,THA,2006,0.03041
Thailand,THA,2007,0.03225
Thailand,THA,2008,0.032350000000000004
Thailand,THA,2009,0.037
Thailand,THA,2010,0.048600000000000004
Thailand,THA,2011,0.0787
Thailand,THA,2012,0.3767
Thailand,THA,2013,0.8235
Thailand,THA,2014,1.2985
Thailand,THA,2015,1.4196
Thailand,THA,2016,2.4461
Thailand,THA,2017,2.6972600000000004
Thailand,THA,2018,2.96244
Thailand,THA,2019,2.98262
Thailand,THA,2020,2.98262
Thailand,THA,2021,3.0436199999999998
Turkey,TUR,1996,0
Turkey,TUR,1997,0
Turkey,TUR,1998,0
Turkey,TUR,1999,0
Turkey,TUR,2000,0.0001
Turkey,TUR,2001,0.0003
Turkey,TUR,2002,0.0006
Turkey,TUR,2003,0.001
Turkey,TUR,2004,0.0015
Turkey,TUR,2005,0.002
Turkey,TUR,2006,0.0025
Turkey,TUR,2007,0.003
Turkey,TUR,2008,0.0037
Turkey,TUR,2009,0.0047
Turkey,TUR,2010,0.0057
Turkey,TUR,2011,0.0067
Turkey,TUR,2012,0.0117
Turkey,TUR,2013,0.0177
Turkey,TUR,2014,0.04
Turkey,TUR,2015,0.249
Turkey,TUR,2016,0.833
Turkey,TUR,2017,3.4207
Turkey,TUR,2018,5.062608
Turkey,TUR,2019,5.995155
Turkey,TUR,2020,6.667355
Turkey,TUR,2021,7.815555000000001
Ukraine,UKR,1996,0
Ukraine,UKR,1997,0
Ukraine,UKR,1998,0
Ukraine,UKR,1999,0
Ukraine,UKR,2000,0
Ukraine,UKR,2001,0
Ukraine,UKR,2002,0
Ukraine,UKR,2003,0
Ukraine,UKR,2004,0
Ukraine,UKR,2005,0
Ukraine,UKR,2006,0
Ukraine,UKR,2007,0
Ukraine,UKR,2008,0
Ukraine,UKR,2009,0
Ukraine,UKR,2010,0.0025
Ukraine,UKR,2011,0.1882
Ukraine,UKR,2012,0.37160000000000004
Ukraine,UKR,2013,0.7484
Ukraine,UKR,2014,0.8191
Ukraine,UKR,2015,0.8412000000000001
Ukraine,UKR,2016,0.9547000000000001
Ukraine,UKR,2017,1.2
Ukraine,UKR,2018,2.002688
Ukraine,UKR,2019,5.935688
Ukraine,UKR,2020,7.331
Ukraine,UKR,2021,8.062
United Arab Emirates,ARE,1996,0
United Arab Emirates,ARE,1997,0
United Arab Emirates,ARE,1998,0
United Arab Emirates,ARE,1999,0
United Arab Emirates,ARE,2000,0
United Arab Emirates,ARE,2001,0
United Arab Emirates,ARE,2002,0
United Arab Emirates,ARE,2003,0
United Arab Emirates,ARE,2004,0
United Arab Emirates,ARE,2005,0
United Arab Emirates,ARE,2006,0
United Arab Emirates,ARE,2007,0
United Arab Emirates,ARE,2008,0
United Arab Emirates,ARE,2009,0.010076
United Arab Emirates,ARE,2010,0.010826
United Arab Emirates,ARE,2011,0.012751
United Arab Emirates,ARE,2012,0.013205999999999999
United Arab Emirates,ARE,2013,0.025802
United Arab Emirates,ARE,2014,0.033171
United Arab Emirates,ARE,2015,0.033406
United Arab Emirates,ARE,2016,0.040406
United Arab Emirates,ARE,2017,0.255036
United Arab Emirates,ARE,2018,0.498305
United Arab Emirates,ARE,2019,1.8178699999999999
United Arab Emirates,ARE,2020,2.205397
United Arab Emirates,ARE,2021,2.605047
United Kingdom,GBR,1996,0.0002
United Kingdom,GBR,1997,0.0004
United Kingdom,GBR,1998,0.0005
United Kingdom,GBR,1999,0.0009000000000000001
United Kingdom,GBR,2000,0.002
United Kingdom,GBR,2001,0.003
United Kingdom,GBR,2002,0.004
United Kingdom,GBR,2003,0.006
United Kingdom,GBR,2004,0.008
United Kingdom,GBR,2005,0.011
United Kingdom,GBR,2006,0.014
United Kingdom,GBR,2007,0.018000000000000002
United Kingdom,GBR,2008,0.023
United Kingdom,GBR,2009,0.027
United Kingdom,GBR,2010,0.095
United Kingdom,GBR,2011,1
United Kingdom,GBR,2012,1.7530000000000001
United Kingdom,GBR,2013,2.9370000000000003
United Kingdom,GBR,2014,5.5280000000000005
United Kingdom,GBR,2015,9.601218999999999
United Kingdom,GBR,2016,11.914
United Kingdom,GBR,2017,12.76
United Kingdom,GBR,2018,13.073
United Kingdom,GBR,2019,13.346
United Kingdom,GBR,2020,13.46248
United Kingdom,GBR,2021,13.689
United States,USA,1996,0.013900000000000001
United States,USA,1997,0.0146
United States,USA,1998,0.0152
United States,USA,1999,0.0166
United States,USA,2000,0.176
United States,USA,2001,0.213
United States,USA,2002,0.255
United States,USA,2003,0.293
United States,USA,2004,0.363
United States,USA,2005,0.493
United States,USA,2006,0.6980000000000001
United States,USA,2007,0.974
United States,USA,2008,1.153
United States,USA,2009,1.614
United States,USA,2010,2.9090000000000003
United States,USA,2011,5.172
United States,USA,2012,8.137
United States,USA,2013,11.759
United States,USA,2014,15.984
United States,USA,2015,21.684
United States,USA,2016,32.958
United States,USA,2017,41.357
United States,USA,2018,49.812
United States,USA,2019,59.068
United States,USA,2020,73.8137
United States,USA,2021,93.71301600000001
Upper-middle-income countries,,1996,0.011
Upper-middle-income countries,,1997,0.0155
Upper-middle-income countries,,1998,0.021
Upper-middle-income countries,,1999,0.029
Upper-middle-income countries,,2000,0.047655003
Upper-middle-income countries,,2001,0.053397
Upper-middle-income countries,,2002,0.073207
Upper-middle-income countries,,2003,0.084356995
Upper-middle-income countries,,2004,0.094859
Upper-middle-income countries,,2005,0.15995900000000002
Upper-middle-income countries,,2006,0.209869
Upper-middle-income countries,,2007,0.254489
Upper-middle-income countries,,2008,0.309595
Upper-middle-income countries,,2009,0.48509497
Upper-middle-income countries,,2010,1.1344079999999999
Upper-middle-income countries,,2011,3.4042173
Upper-middle-income countries,,2012,8.288913
Upper-middle-income countries,,2013,20.901484
Upper-middle-income countries,,2014,33.521773
Upper-middle-income countries,,2015,49.487402
Upper-middle-income countries,,2016,86.91714
Upper-middle-income countries,,2017,145.83273000000003
Upper-middle-income countries,,2018,196.80760999999998
Upper-middle-income countries,,2019,233.24031
Upper-middle-income countries,,2020,289.18834000000004
Upper-middle-income countries,,2021,351.68762
Vietnam,VNM,2000,0.000002
Vietnam,VNM,2001,0.000108
Vietnam,VNM,2002,0.000236
Vietnam,VNM,2003,0.00040600000000000006
Vietnam,VNM,2004,0.000747
Vietnam,VNM,2005,0.001885
Vietnam,VNM,2006,0.003424
Vietnam,VNM,2007,0.003424
Vietnam,VNM,2008,0.003424
Vietnam,VNM,2009,0.0035150000000000003
Vietnam,VNM,2010,0.004518
Vietnam,VNM,2011,0.004518
Vietnam,VNM,2012,0.004518
Vietnam,VNM,2013,0.004518
Vietnam,VNM,2014,0.00529
Vietnam,VNM,2015,0.00529
Vietnam,VNM,2016,0.00529
Vietnam,VNM,2017,0.007992
Vietnam,VNM,2018,0.104992
Vietnam,VNM,2019,4.9934899999999995
Vietnam,VNM,2020,16.660490000000003
Vietnam,VNM,2021,16.660490000000003
World,OWID_WRL,1996,0.17181242
World,OWID_WRL,1997,0.23173727
World,OWID_WRL,1998,0.30496213
World,OWID_WRL,1999,0.4235994
World,OWID_WRL,2000,0.808669
World,OWID_WRL,2001,1.0929860000000002
World,OWID_WRL,2002,1.437059
World,OWID_WRL,2003,1.96503
World,OWID_WRL,2004,3.0519789999999998
World,OWID_WRL,2005,4.548119
World,OWID_WRL,2006,6.093193
World,OWID_WRL,2007,8.506466
World,OWID_WRL,2008,14.729541
World,OWID_WRL,2009,22.844467
World,OWID_WRL,2010,40.33781
World,OWID_WRL,2011,72.21597
World,OWID_WRL,2012,101.74533000000001
World,OWID_WRL,2013,137.22697
World,OWID_WRL,2014,175.61717000000002
World,OWID_WRL,2015,223.20360000000002
World,OWID_WRL,2016,295.2289
World,OWID_WRL,2017,390.20653000000004
World,OWID_WRL,2018,483.0118
World,OWID_WRL,2019,584.6857
World,OWID_WRL,2020,710.2811
World,OWID_WRL,2021,843.0860600000001